"","Yorumlar","Sentiment","Duygu"
"2509","ağlafım lol olunca tutamadım şarkıda ruhumu titrtiyor",0.1,"Pozitif"
"2510","boş iş diyenlere diyorum burda akıllı görünmek yada kalp almak yorum atıyorsunuz ankette lık kısım twitchr döndüm demiş rağmen boş diyenlerin çoğu bilgisayar oynuyor dünyada pek internet ağı elektronik işler oyun camiiasını meslek haline dönüştürmenin neresi kötü anlayamadım burdan maaş ta alıyorlar çalışıyorlsrda dünyada teknolojiye mahkum insanlarız geleceğin mesleği programlamadır kısacası boş iş demeden boş yorum atöayayım deyin",-0.7,"Negatif"
"2511","",0,"Nötr"
"2512","dislike çomar aileler",-0.8,"Negatif"
"2513","league legends in iyi takimi guney kore den skt",0.3,"Pozitif"
"2514","güzel sağlık",0.9,"Pozitif"
"2515","evde sivilcemin derdi duserken yasitlarim benide asmissss faha yeni haberim oluyo tovbeee",0.2,"Pozitif"
"2516","<a",0.6,"Pozitif"
"2517","başlık ince legends",0.2,"Pozitif"
"2518","diksiyonunuz iyi",0.9,"Pozitif"
"2519","rahmet eylesin",0.3,"Pozitif"
"2520","talep yeniliği hızlandırsa eğlence sektörünün bilimde etkin rol almadığını düşünüyorum",0.6,"Pozitif"
"2521","sakallar şekil",0.3,"Pozitif"
"2522","legends",0.5,"Pozitif"
"2523","futbolda oyun şimdi düşündümde ilerde belki futbol oyunların turnuvaları felan teknoloji ilerliyor birşey olabilir",0,"Nötr"
"2524","birde twitche el atsaydın",0,"Nötr"
"2525","muhteşem insansın youtubeun iyi youtuberusun duygulandırdın zaman yanındayız",0.9,"Pozitif"
"2526","dünyada imkanın olduğu şeyi tatmakta fayda yeteri tabii",0.7,"Pozitif"
"2527","sonunda dilimizden konuşan birisi",0.8,"Pozitif"
"2528","dediğin şeyi yaptım xd",0.3,"Pozitif"
"2529","yıldır oyunuyorum 🞤",0.6,"Pozitif"
"2530","güzel bağlamişsin",0.9,"Pozitif"
"2531","adamsin",0.3,"Pozitif"
"2532","muhteşem detaysın saygılar yolunu açık etsin",0.9,"Pozitif"
"2533","spor dediyin haraketlilik yaaaaa oturmuşlar sandal yeye",0.4,"Pozitif"
"2534","başyapıt niteliğinde",0.8,"Pozitif"
"2535","tmm çıkıyorum",0.3,"Pozitif"
"2536","malcolm young efsanesi",0.3,"Pozitif"
"2537","sporun kelime anlamı bedeni zihni geliştiren hareketlerin tümü geçiyor oyunların içeriklerini bilmiyorum fakat strateji geliştirmeye dayalıysa spor olabilirler briç oynamak",0.3,"Pozitif"
"2538","hazreti yasuo katılmalı",0.3,"Pozitif"
"2539","başında anlatıyor dedim şaşırdım normale döndü son dakikalarda kendini aştı",0,"Nötr"
"2540","ülkenin degerlerine sahip cikan gercek insansin",0.6,"Pozitif"
"2541","anlamlı içerik",0.9,"Pozitif"
"2542","haberim",0.3,"Pozitif"
"2543","sonuna izlemenizi tavsiye",0.9,"Pozitif"
"2544","senedir e spor oyunlarını oynuyorum fakat gogb duymadım longb olmasın",0.2,"Pozitif"
"2545","kozmos yazılım anadolu lisesi espor eğitimi veriyor öğrencilerimiz sizi yakından takip okulumuzda sizi ağırlamaktan mutluluk duyarız",0.9,"Pozitif"
"2546","futbol dünyanın kanseridir an önce olması lazım yerini azından kafa geliştiren şeylere bıraksın",0.2,"Pozitif"
"2547","başından beri annemle izliyordum xd",0.5,"Pozitif"
"2548","arkadaşlar kanalımda güneş sistemi bilgi veren vede gezegenlerin yıldızları büyüklükleri bilgi veren beğenirseniz like kanalıma abone olabilirsiniz önemli acil izleyiniz",0.6,"Pozitif"
"2549","iyi anlatmışssın süleymanoğlununada rahmet eylesin",0.9,"Pozitif"
"2550","senelerdir wow oynadım sağlam arkadaşlıklar kazandım öyleki senedir online tanıyıp görüştüğüm arkadaşlar ondan aldığım keyfi başka bişeyden alamadım desem yeridir hele teamspeakteki arkadaşlarım herşey süperdi süreden gerçek dünyayı inkar eder kıvama dahi geldim diyebilirim tabi gerçeklik <br>taki kızım feyza gelene kademeli azaltarak yıldır tam mesai gün kızım binek hayvanım kurtun sırtına binelim diyince küller yeniden alevlendi online oyun bişey orada değilsin suretler + matrix + başlangıç filmi karışımı hayat yaşıyorsun sahi buramı gerçek yoksa orasımı ayrımını nasıl yapabiliriz okuman dileğiyle",0.6,"Pozitif"
"2551","milli eğitim bakanı",0.5,"Pozitif"
"2552","oynayamazlar günde üstü insan öldürüyor",-0.1,"Negatif"
"2553","🖤🖤🖤",0.3,"Pozitif"
"2554","✋✋✋",0.2,"Pozitif"
"2555","muhteşem insansın",0.3,"Pozitif"
"2556","boş iş gereksiz diyenler köylü galiba nasil düşünce yapisi nasil saçmalik",-0.6,"Negatif"
"2557","",0,"Nötr"
"2558","lol xd",0.3,"Pozitif"
"2559","sonunda bizi anlamış",0.4,"Pozitif"
"2560","sponsorlu içerik",0.5,"Pozitif"
"2561","kadim ejderya lol ❤❤ league legends zeddd",0.5,"Pozitif"
"2562","legends <br>ruhu şad",0.4,"Pozitif"
"2563","bilardo satrancın spor kabul edilmesi spor kavramının tanımını değiştirmiştir sebepten elektronik sporu spor kabul edebiliriz zira başta adı geçen iki spor dalında uzun süreli odaklanma dikkat esas alınır elektronik spordaki iyi",0.3,"Pozitif"
"2564","kez sıkıcı anlattın",-0.8,"Negatif"
"2565","adeta film tadında hele sonunda gözlerim doldu resmen",0.7,"Pozitif"
"2566","😍lol😍",0.2,"Pozitif"
"2567","şunu aileme göstermeme olduğun esport maçlari icin teklif alıyorum uzaylı ailem",0.2,"Pozitif"
"2568","elinize saglık guzel verımlı konulara devamını dılıyorum",0.9,"Pozitif"
"2569","neyse gideyimde dereceli atayim agagagagagagagag",0.4,"Pozitif"
"2570","",0,"Nötr"
"2571","tanışmam ülkemize geldiği yıllarda çankaya seyranbağları lisesine söyleşi yapmak geldiğinde spor teşkilatında yıllarca çalıştım yakından tanıma fırsatım nadir yetişen halen izlediğimizde göğsümüzü kabartan bize anda duyguları hissettiren efsanelerimizi nasıl insafsızca harcadığımızı düşündüm belki ülke gündemine gelmeyecek sonraki efsanenin hazin aramızdan ayrılmasında dikkatimizi çekemeyecek sorun ortada bariz insafsızlık kocaman quotyazikquot kamuya malolmuş efsanelerin ülkede iki görevi birincisi insanüstü emek zahmetlerle uluslararası arenada nadir yapabildiğimiz ülkemizin göğsünü kabartması bizleri gururlandırması ikincisi topraklardan yeni efsanelerin çıkması gençlerimize rol model olmaları tecrübelerini hayatlarının sonuna yeni nesillere aktarmaları maalesef spor sistemimiz efsanelerimizin ilki belki önemli ikinci görevlerini yerine getirmelerine uygun ortamı oluşturamıyor liyakatsiz vizyonsuz yöneticilerin kullanıp kenara atarak efsaneleri etmesini sessizce izlediğimiz acımasız dünya burası devlette çalışmanın sorunu quotvebalquot",-0.5,"Negatif"
"2572","kim derse desin fb e spor takımı sene dünya devleri karşılaştı bizi orada iyi temsil ettiler azından uçakta gazeteci dövmediler",0.8,"Pozitif"
"2573","naru çöpsün",0.3,"Pozitif"
"2574","saçma sapan konuşup ayet meali atarak prim yapan insanlar gelmeden",-0.8,"Negatif"
"2575","legends",0.5,"Pozitif"
"2576","kel kod yollaa",0.3,"Pozitif"
"2577","❤🙭❤🙭❤",0.3,"Pozitif"
"2578","türkiye cs go birinci",0.5,"Pozitif"
"2579","numara",0.3,"Pozitif"
"2580","ters köşe oldum gözü yaşlı kapatıyorum",-0.7,"Negatif"
"2581","son dokunuşuna hayran kaldım",0.9,"Pozitif"
"2582","spor denince akla bedenen ruhen insani kendini gelistirmesi geliyor e spor spor olamaz acimdan hicbir zaman olursada sasirmam olmusta",0,"Nötr"
"2583","kesinlikle spor gore gelecegin mesleği yila kalmaz okullar arası e spor turnuvalari olcagindan suphem",0.6,"Pozitif"
"2584","oyunu oynayanlar spor olduğunu önceden belirlenmiş kurallar dahilinde gerek amatör gerek profesyonel yapılan takım bireysel katılımlı zihinsel fiziksel faaliyetlerin bütünüdür spor olmamasının önemli nedeni fiziksel performansın gerçekleşmemesidir spor zamanda bireylerin sağlıklı olmasını sağlar ancak oyundaki karakterler sanal dünyada yapılan karşılaşmalar oyundaki karakterin burada oyunu oynayan elektronik sporcu karakter elektronik sporcudur karakterlerin yaptığı faaliyet elektroniksanal spordur",0.4,"Pozitif"
"2585","mekanın cennet suleymanoglu",0.8,"Pozitif"
"2586","adamın dibisin 👭",0.3,"Pozitif"
"2587","kalırsa espor değişen dünyanın teknolojinin parçası insanlık ilerledikçe değişim farklılaşım olacak an yeni olduğu kabul etmede diretiliyor zaman ilerledikçe normalleşip kabul edilecek kalırsa çalışarak gelişebildiğin insanlara yeteneğini gösterebildiğin yer spor sayılabilir",0.5,"Pozitif"
"2588","<a yassakh gardeşim yasakh diyen dillerine gurban sayende bilmediğimiz dünyalardan haberimiz oluyo oyun moyun ilgimi çekmez bunları bilmek önemli efsaneye başarılı bağlamışsın rahmet eylesin",0.7,"Pozitif"
"2589","sevdiğimiz şeyleri canı gönülden yapmaya etmek ekmek teknesine döndürmek bunun herhangi insana nasıl zararı olabilir ordan boş işlerle uğraşma diyenler olacak size sanatta müzikte boş iş zaman orda oyun abininde dediği ruh onu hissedip hissedememek sizin probleminiz",0.1,"Pozitif"
"2590","istemsizce beğenenler",0.3,"Pozitif"
"2591","dijital spor çık dışarı gel basketbol oynayalım",0.3,"Pozitif"
"2592","<a dan anneme izletmedim",0,"Nötr"
"2593","yönetsin",0.3,"Pozitif"
"2594","bildirim gelmiyor",-0.8,"Negatif"
"2595","boş iş vesselam",-0.6,"Negatif"
"2596","quotefsaneler ölmezquot yazısı çıkınca duygulandım",0,"Nötr"
"2597","kadim ejderi kaptirmayin beyler xd",0.3,"Pozitif"
"2598","inanılmaz bakış açısı kral",0.9,"Pozitif"
"2599","sonunu izlerken tüplerim süper yapmışsın",0.8,"Pozitif"
"2600","arkadaşlar herkesin yapmayı istediği vardır güzel gelen olay saçma gelebilir burada yapmayın saçma bulabilirsiniz saygı çerçevesi söyleyin <br>şahsen lol oyununu zevkli bulmuyorum onlara hakaret etme onları ezme hakkım ayrıca dünyayı bilmeden yargılamayın",0.3,"Pozitif"
"2601","uzaylı varmış dünyada",0.2,"Pozitif"
"2602","spor topun peşinde koşan adamlarla yapar mısın",0.5,"Pozitif"
"2603","guzel olmus editine saglik",0.9,"Pozitif"
"2604","oyun türkiye sunucusunda leş satranç spor demişti adama sporcu lisansımı attım hala montaj diyordu",0,"Nötr"
"2605","buram buram kalite kokan",0.3,"Pozitif"
"2606","yassah kardeşim yassah",0.3,"Pozitif"
"2607","herşeyi biliyorum sizden dinlemek isteirm",0.8,"Pozitif"
"2608","teşekkür sizin izleyiciniz dünya şampiyonu yapar mısnız demeye gelmiştim güzel sürpriz karşıma çıktı elinize sağlık",0.9,"Pozitif"
"2609","icin tesekkurler konuya gelirsek fiziksel olamadiktan degeri internetsiz ortami bilmeyen jenerasyon illa ilgisiz kalmayacaktir yakan topun yerini hangi espor tutabilir",0.5,"Pozitif"
"2610","kalirsa gelmiş geçmiş iyi türk sporcudur gerek yaşami gerekse spor hayati",0.8,"Pozitif"
"2611","sonunda gözlerim doldu nur yat cep herkülü<br>teşekkür ince ruhlu insan olduğun",0.6,"Pozitif"
"2612","masa tenisini spordan saymıyorum şaka soru",-0.3,"Negatif"
"2613","biliyorum yinede izleyeceğim",0.5,"Pozitif"
"2614","kurgu ancak iyi",0.6,"Pozitif"
"2615","spor futbolbasketbol hentbol satranç oyunlarda spor olabilir",0.4,"Pozitif"
"2616","e spor candir hadi eyw",0.7,"Pozitif"
"2617","yasuo mid sal",0.2,"Pozitif"
"2618","",0,"Nötr"
"2619","gözlerim doldu süleymanoğluna rahmet eylesin",0.8,"Pozitif"
"2620","yorumlara baktığımda genellikle herkes saçma sapan şeyler yazmış bırakın herkes istediğini yapar karışamazsınız",-0.4,"Negatif"
"2621","kendilerini yeniler yaşamaya eder farkındalik yolumuzda ilerlemeye tesvik büyülerin etkisinden uyanan dirilen nesle sesleniyorsun evrende",0.9,"Pozitif"
"2622","harbiden sonunda gözlerim",0.5,"Pozitif"
"2623","doru konusuyon",0.3,"Pozitif"
"2624","",0,"Nötr"
"2625","destekliyorum yuzyildayiz iyice sey sanallasiyor anime vardi sword art online onun senaryosu gelecek ihtimali vaktiniz olursa goz atin buyuklerimiz suan bize telefon basindasin desede yeni nesiller direk teknoloji icine doguyor kodlama yapmak artik ingilizce bilmek olmaya giderken bunlarin olmamasi sporunda sanala tasinmamasi sacma olurdu",-0.3,"Negatif"
"2626","",0,"Nötr"
"2627","kesinlikle spor sporun doğasına haykırı spor tüm vücudu çalıştırmaktır egzersiz yapmaktır ancak vücudunla yapmaktır bilgisayar oyunlarının insanların beynini uyuşturduğu süre cümle kuramaz hale getirdiği bilimsel kanıtlanmıştır spor insanlara zarar vermez spor insana hayat verir aksine yüzden spor dalı eğlence yarışma dalıdır ancak spor dalı saatlerini verebilirler ancak onun spor olduğunu kanıtlamaz futbolunbasketbolun diğer spor dallarının izlenmesinin sebebi vücudumuzun yapabileceği şeylerden fazlasini görmek dijital ortamda gerçek hayatta görmek istemek hayallerde gerçekte yaşamak istemek bilgisayara hayata bağımlı",-0.1,"Negatif"
"2628","ancak güzel bitebilirdi",0.2,"Pozitif"
"2629","mükemmelsin 🜫🜫🜫🜫",0.3,"Pozitif"
"2630","lol videosu çek derken kast etmemiştim ldşakdşsksşskddl",0,"Nötr"
"2631","yapacağını yaptın ❤",0.4,"Pozitif"
"2632","leauge feeders",0.3,"Pozitif"
"2633","şartları yapan herkese abone yoluyrouz <br><br> kanala abone <br><br> son videoya like atmak <br><br> son vidoema oldum yazmak <br><br> yorumu beğenmek dk abone neleri yoluyrouz",0.5,"Pozitif"
"2634","",0,"Nötr"
"2635","oyunlar saçmalıkdır diyen kesimden nefret",-0.5,"Negatif"
"2636","spor zekayı vücudu geliştirmeli yüzden",0.3,"Pozitif"
"2637","işi yapan nadir kişilerdensin bağlantıyı kurup kurgulayıp insanları etkileyen videolar yapma tekniğin izleniyorsun takdir ediliyorsun yolunu açık etsin",0.6,"Pozitif"
"2638","quotbenim favorim starcraft adamı",0.9,"Pozitif"
"2639","youtubenin başına gelebilecrk iyi şeysin",0.2,"Pozitif"
"2640","ellerine sağlık etkilendim yorumlara tekrar küçük çocuklar denk gelmiş yorumları kaldırmak lazım",0.6,"Pozitif"
"2641","espor endüstri dünyanın geleceği olacak türkiyenin bunları kaçırmaması lazım",0,"Nötr"
"2642","iyimi anlatilir",0.9,"Pozitif"
"2643","yaş arası lolcü tayfayı çekeyim sonuna gündemle damardan şeyler serpiştireyim alkış",0.1,"Pozitif"
"2644","sabah sabah ders çalışmak kalktım videonu gördüm güzel bilgiler vardı sondaki patlama iki damla göz yaşı cidden benden aldı götürdü ellerine sağlık saygı rahmetle anıyoruz herkülü",0.9,"Pozitif"
"2645","mid sal",0,"Nötr"
"2646","dakka jung nerde",0.3,"Pozitif"
"2647","kaliteli içerikler süper diksiyon güzelide sondaki şeyleri birbirine güzel bağlıyorsun cidden ayakta alkışların",0.9,"Pozitif"
"2648","+ yaşındakilerin klasik kabullenememe sendromune ağlasanızda spor desenizde tüm dünyada şuanda holywood tan para yatırılıpkazanılıyor oyun sektöründe gta v milyon dolara yapıldı saatte milyon dolar hasılat elde ederek guinnese girdi geleceğin sektörü espor olacak arttırılmış gerçeklik araçları yapılan turnuvalara ilerleyip kendini fiziksel spor ilede yüzden bağnaz olmayındeğişimi kabullenin",0,"Nötr"
"2649","ejderhaya şaşırdım acaba nasıl yaptılar",0,"Nötr"
"2650","challenger galiba quot",0.4,"Pozitif"
"2651","kalite akıyor videolarında",0.5,"Pozitif"
"2652","p yaptım kalite hala düşmedi",0.8,"Pozitif"
"2653","okey batak pişti kahvehane sporu sayılacaksa bizde kahvehanede yatan insanlar bilgisayar oyunlarına spor demek mantıksız gelmez evde karısı çocukları beklerken günde karı kız peşinde koşan binlerce insanımız al sapık erkek sporu",-0.4,"Negatif"
"2654","duygulandirdi",0.3,"Pozitif"
"2655","yaptın gözlerimden yaş geldi son sahne süperdi",0,"Nötr"
"2656","starcraft yi dediğinde aklıma şöyle fikir yattı oyun geçen hafta free to play ücretsiz sonsuza dek bilgilendirmek istedim",0.4,"Pozitif"
"2657","sıhatler arada",0.1,"Pozitif"
"2658","senenin şampiyonu fener bahçeyi konuk etseydin güzel",0.9,"Pozitif"
"2659","tüğler",0.3,"Pozitif"
"2660","şeyler katıyor kısa sürede zengin içerik sunarak verdiğin emek teşekkür umarım kitlelere ulaşabilirsin başarın daim",0.9,"Pozitif"
"2661","turnuva türkiyede haber aynen şöyle olur<br>quotbilgisayar oyunu tutkunları toplandıquot yaş arası çocuklarla saçma saçma muhabbetlet ediyorlar insanlara kötü şeymiş gösteriyorlar ülkede e spor niye gelişmiyor ülkemizde e sporun değerini bilmiyorlar küçük görüyorlar gereksiz görüyorlar",-0.5,"Negatif"
"2662","pre araniyor",0,"Nötr"
"2663","legend",0.8,"Pozitif"
"2664","spordur",0.3,"Pozitif"
"2665","spordur cunki kaybedince kalkip evi turluyorum kaybettigimi dusunuyorum spor yapmis oluyorum",-0.5,"Negatif"
"2666","sk gaming astralis faze clan<br>hadi onlari geçtim ss nerde",0.3,"Pozitif"
"2667","kesinlikle sporcu",0.7,"Pozitif"
"2668","yorumu okursan öncelikle dünyadanım faydalı hazırlamışsın atladığın birkaç nokta burda bahsettiğin espor takımlarıda zannettiğin oyun başında kalmıyorlar takımlar grup oyun evi dediğimiz tüm oyuncuların arada yaşadığı takım koçlarının kontrolü altında evde yaşıyor takım koçunun hazırladığı gerçek spor etkinliklerinide sürdürüyorlar düzenli besleniyorlar düzenli oyun oynuyorlar vakitlerinin tamamını sandığınız oyun oynayarak geçirmiyorlar dışarıdada sosyal aktiviteler yapıyorlar birde bunun yanında dünya engellenemez birşey sektörde dönen paralar akıl karı sizler belkide oyun bakıyorsunuz oyun bakmamak lazım işin bilgisayar ekipman yemek operatör nice ulusal şirketler dünya yukarıda dediğim engellenemez kıvama gelmiş",0.5,"Pozitif"
"2669","pazar sabahı uyanınca abinin attığı görmek güzel birşey",0.9,"Pozitif"
